target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
BTTS,La Liga,BTTS_YES,0.12,2.0,,41,2.4199999999999995,0.05902439024390243,0.4146341463414634,2.4695121951219514,0,0,
BTTS,Premier League,BTTS_NO,0.12,2.0,2.5,58,3.3199999999999994,0.057241379310344814,0.46551724137931033,2.307413793103448,0,0,
OU25,TUTTI,UNDER25,0.12,2.0,2.2,72,4.11,0.05708333333333334,0.5,2.126666666666667,0,0,
OU25,Premier League,OVER25,0.05,1.7,2.2,371,21.150000000000002,0.057008086253369276,0.5309973045822103,2.0004043126684636,11,8,-0.3255
BTTS,Premier League,BTTS_NO,0.12,1.4,2.5,60,3.2800000000000002,0.05466666666666667,0.4666666666666667,2.2963333333333336,0,0,
BTTS,Premier League,BTTS_NO,0.12,1.55,2.5,60,3.2800000000000002,0.05466666666666667,0.4666666666666667,2.2963333333333336,0,0,
BTTS,Premier League,BTTS_NO,0.12,1.7,2.5,60,3.2800000000000002,0.05466666666666667,0.4666666666666667,2.2963333333333336,0,0,
BTTS,Premier League,BTTS_NO,0.12,1.85,2.5,60,3.2800000000000002,0.05466666666666667,0.4666666666666667,2.2963333333333336,0,0,
BTTS,Premier League,BTTS_NO,0.12,2.0,3.0,119,6.230000000000001,0.0523529411764706,0.42857142857142855,2.5063865546218493,2,0,-0.2514285714285714
OU25,Premier League,OVER25,0.07,1.55,2.2,196,10.260000000000003,0.05234693877551022,0.5306122448979592,1.9829591836734692,3,3,0.19909090909090912
BTTS,Premier League,BTTS_YES,0.07,2.0,2.2,74,3.8199999999999985,0.0516216216216216,0.5,2.1020270270270274,1,1,0.29904761904761906
BTTS,Premier League,BTTS_NO,0.12,1.4,3.0,121,6.1899999999999995,0.05115702479338843,0.4297520661157025,2.4976033057851237,2,0,-0.2514285714285714
BTTS,Premier League,BTTS_NO,0.12,1.55,3.0,121,6.1899999999999995,0.05115702479338843,0.4297520661157025,2.4976033057851237,2,0,-0.2514285714285714
BTTS,Premier League,BTTS_NO,0.12,1.7,3.0,121,6.1899999999999995,0.05115702479338843,0.4297520661157025,2.4976033057851237,2,0,-0.2514285714285714
